label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
0,0.0,0.003317,0.04,0.0,0.179563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1495,2032,420034,664216,664521,665587,676733,677367,677371,732410,737432,1147655,1150512,1150632,1180864,1528989,1529004,1533925,1536021,1536022,1934144,1934163,1937900,2022803,2025712
0,0.0,0.003317,0.05,0.0,0.543859,0.164,0.0,0.0,0.12,0.0,0.0,0.0,0.0,21,1479,2032,522170,664217,664526,668124,676734,677367,682515,736134,737432,1148688,1150513,1150542,1163036,1528982,1528994,1534943,1536021,1536022,1934144,1934163,1968728,2022805,2048771
0,0.0,0.016584,0.01,0.0,0.142625,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,23,1475,2032,418331,664216,664523,665594,676733,677367,677371,733020,737432,1148200,1150513,1154403,1167564,1528986,1530502,1533924,1536018,1536022,1934144,1934167,1934182,2022801,2022897
0,0.0,1.0,0.12,0.18,0.027734,0.0,0.0,0.32,0.062,0.0,0.0,0.0,0.32,15,1508,2033,415607,664221,664523,664671,676734,677367,677371,732237,737433,1147500,1150518,1150585,1163037,1528986,1529049,1533924,1536018,1536023,1934144,1934164,1934181,2022801,2022897
0,0.0,0.456053,0.04,0.26,0.067266,1.0,0.01,0.68,0.684,0.0,0.1,0.0,1.0,14,1882,2033,415607,664217,664522,667334,676737,677367,677942,732671,737433,1147905,1150512,1153069,1163037,1528987,1530042,1533924,1536018,1536023,1934144,1934166,1934181,2022801,2022897
0,0.0,0.006633,0.23,0.06,1.0,1.0,0.0,0.08,0.088,0.0,0.0,0.0,0.06,15,1490,2041,415617,664216,664523,671101,676733,677368,681780,733658,737442,1148688,1150512,1150579,1163047,1528983,1529008,1533925,1536020,1536033,1934144,1934163,1934194,2022804,2022920
0,0.0,0.131012,0.03,0.0,0.078578,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0.0,14,1482,2032,415608,664219,664524,664613,676736,677367,677375,732086,737434,1147333,1150512,1150551,1163038,1528984,1528995,1533924,1536018,1536024,1934144,1934164,1934180,2022801,2022897
0,0.25,0.084577,0.01,0.7,0.008922,0.136,0.06,0.26,0.554,0.1,0.2,0.0,0.76,14,1556,2032,415611,664216,664522,665294,676733,677367,687747,732260,737432,1147524,1150513,1150618,1163036,1528982,1529084,1533926,1536019,1536022,1934144,1934168,1934183,2022804,2022899
0,0.0,0.008292,0.1,0.14,0.024453,0.29,1.0,0.3,0.54,0.0,1.0,0.0,0.14,25,1479,2032,419507,664216,664521,665428,676733,677367,677408,732093,737432,1147338,1150513,1150542,1166634,1528988,1528994,1533928,1536019,1536022,1934144,1934165,1935195,2022820,2023649
1,0.0,0.003317,0.0,0.0,0.099953,0.102,0.01,0.26,0.098,0.0,0.1,0.0,0.0,14,1475,2032,415606,664216,664521,664814,676733,677367,677662,732093,737432,1147338,1150512,1150700,1163036,1528984,1529154,1533924,1536018,1536022,1934144,1934163,1934188,2022801,2022897
0,0.0,0.004975,0.02,0.2,0.024,0.092,0.01,0.36,0.056,0.0,0.1,0.0,0.2,17,1491,2049,415625,664216,664523,664645,676733,677367,677676,732205,737450,1147469,1150516,1150619,1163053,1528985,1529085,1533924,1536018,1536043,1934144,1934166,1934187,2022801,2022897
0,0.0,0.004975,0.0,0.0,0.635906,1.0,0.0,0.04,0.046,0.0,0.0,0.0,0.04,14,1496,2047,415609,664216,664522,664726,676733,677367,677668,732105,737448,1147353,1150513,1150653,1163060,1528984,1529039,1533924,1536018,1536040,1934144,1934163,1934184,2022801,2022897
0,0.0,0.018242,0.0,0.04,0.478391,0.0,0.0,0.1,0.08,0.0,0.0,0.0,0.04,14,1496,2037,415609,664217,664522,665627,676735,677367,679703,732466,737438,1147718,1150513,1150653,1163042,1528984,1529039,1533924,1536018,1536028,1934144,1934164,1934184,2022801,2022897
0,0.0,0.008292,0.0,0.06,0.025031,0.016,0.01,0.06,0.016,0.0,0.1,0.0,0.06,14,1494,2032,431002,664216,664523,668343,676733,677367,687482,733266,737432,1148399,1150513,1151263,1180401,1528984,1529090,1533925,1536019,1536022,1934144,1934163,1936617,2022807,2031022
0,0.0,0.004975,0.21,0.08,0.158141,0.0,0.0,0.14,0.154,0.0,0.0,0.0,0.1,14,1536,2083,415671,664216,664522,667067,676733,677367,677966,733105,737489,1148273,1150512,1150709,1163100,1528989,1529062,1533925,1536020,1536081,1934144,1934164,1934237,2022802,2022903
1,0.0,0.004975,0.01,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,14,1475,2189,415802,664216,664523,664553,676734,677368,677371,732102,737592,1147339,1150514,1153143,1163218,1528990,1529213,1533924,1536018,1536196,1934144,1934169,1934353,2022801,2022897
0,0.1,0.004975,0.22,0.04,0.012453,0.068,0.06,0.54,0.264,0.1,0.2,0.0,0.04,14,1481,6176,420090,664216,664524,665417,676736,677367,678058,732362,741698,1147581,1150513,1150544,1166833,1528982,1528997,1533957,1536021,1540461,1934146,1934165,1937947,2022803,2025707
0,0.0,0.107794,0.18,0.12,0.001406,0.0,0.0,0.12,0.012,0.0,0.0,0.0,0.12,14,1484,2032,415676,664218,664521,665676,676733,677367,677389,734583,737432,1148306,1150513,1150777,1163267,1528984,1529146,1533925,1536019,1536241,1934144,1934164,1934182,2022803,2022941
1,0.0,0.043118,0.83,0.04,0.0,0.0,0.0,0.04,0.004,0.0,0.0,0.0,0.04,17,1484,3154,417124,664216,664522,665216,676741,677368,677371,732785,738586,1147975,1150513,1150592,1164346,1528990,1529013,1533925,1536020,1537223,1934146,1934167,1935598,2022803,2023043
1,0.05,0.004975,0.03,0.06,0.000172,0.006,0.01,0.08,0.006,0.1,0.1,0.0,0.06,122,1502,2032,415606,664216,664522,664865,676733,677367,677371,732380,737432,1147627,1150513,1150587,1163036,1528984,1529015,1534094,1536021,1536022,1934144,1934163,1967368,2022810,2050182
0,0.0,0.111111,0.02,0.04,0.036828,0.31,0.01,0.44,0.144,0.0,0.1,0.0,0.08,15,1482,2032,415608,664217,664524,665376,676733,677367,678125,732371,737434,1147620,1150512,1150539,1163038,1528984,1528995,1533924,1536018,1536024,1934144,1934164,1934180,2022801,2022897
0,0.0,0.003317,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,14,1506,6101,417574,664216,664521,664553,676734,677368,677371,732102,741621,1147339,1150514,1151082,1164763,1528990,1529205,1533924,1536018,1538414,1934144,1934163,1934222,2022801,2022897
1,0.0,0.004975,0.03,0.02,0.023688,0.016,0.03,0.04,0.008,0.0,0.3,0.0,0.02,16,1494,2219,415840,664216,664522,666865,676733,677367,683372,733299,737627,1148430,1150517,1151912,1163252,1528982,1529454,1533925,1536019,1536226,1934145,1934163,1934360,2022807,2023457
0,0.0,0.003317,0.04,0.0,0.030953,0.028,0.01,0.0,0.002,0.0,0.1,0.0,0.0,15,1484,3290,417107,664217,664521,665676,676733,677367,677389,733910,738724,1148306,1150512,1150595,1164357,1528984,1529013,1533925,1536021,1537369,1934144,1934164,1935577,2022803,2025868
0,0.0,0.018242,0.64,0.2,0.158078,0.038,0.03,0.24,0.028,0.0,0.1,0.0,0.22,15,1481,2035,415610,664216,664521,665104,676734,677367,678263,732199,737436,1147462,1150518,1150570,1163040,1528983,1529012,1533930,1536020,1536026,1934144,1934163,1934182,2022803,2022904
1,0.0,0.003317,0.0,0.0,0.036469,0.072,0.12,0.48,0.318,0.0,0.7,0.0,0.0,14,1491,2143,415627,664216,664523,664550,676733,677367,677407,732087,737547,1147334,1150513,1150733,1163055,1528982,1529184,1533924,1536018,1536153,1934144,1934163,1934187,2022801,2022897
0,0.0,1.0,0.02,0.0,0.295703,0.008,0.16,0.0,0.008,0.0,0.3,0.0,0.0,14,1479,2032,428804,664216,664521,664665,676736,677367,677384,732132,840062,1147389,1150512,1150546,1174809,1528982,1528994,1534045,1536020,1633927,1934144,1934163,1935129,2022804,2022932
1,0.0,0.013267,0.25,0.04,0.483453,0.424,0.34,0.04,0.048,0.0,0.0,0.0,0.04,14,1512,2105,415704,664216,664522,664667,676735,677367,683023,732123,737510,1147377,1150512,1150623,1163125,1528982,1529024,1533925,1536020,1536105,1934146,1934163,1934279,2022806,2022914
1,0.05,0.006633,0.04,0.06,0.005906,0.024,0.27,0.56,1.0,0.1,1.0,0.0,0.2,14,1485,106356,500009,664216,664523,665027,676733,677367,677575,732178,841155,1147433,1150517,1150594,1263158,1528985,1528999,1533925,1536021,1637486,1934144,1934164,1935792,2022809,2024230
0,0.0,0.291874,0.07,0.24,0.048953,0.08,0.27,0.58,0.404,0.0,0.9,0.0,0.24,17,1500,2032,415759,664217,664523,664554,676733,677367,678209,732095,737432,1147345,1150514,1150588,1163517,1528982,1529052,1533924,1536018,1539255,1934144,1934165,1934199,2022801,2022897
0,0.0,0.116086,0.03,0.24,0.022969,0.104,0.14,0.12,0.144,0.0,0.1,0.0,0.24,16,1482,2032,415608,664216,664524,665178,676733,677367,681141,732282,737434,1147540,1150512,1150551,1163038,1528982,1528995,1533924,1536018,1536024,1934144,1934163,1934180,2022801,2022897
0,0.3,1.0,0.03,0.0,0.020922,0.192,0.83,0.72,0.9,0.0,1.0,0.0,0.0,15,1475,2853,416735,664216,664522,669213,676737,677367,678597,733293,738287,1148423,1150516,1152063,1164005,1528989,1529826,1533924,1536018,1536902,1934144,1934165,1934996,2022801,2022897
0,0.0,0.008292,0.0,0.2,0.117719,0.024,0.18,0.06,0.084,0.0,0.3,0.0,0.22,15,1560,2032,415719,664216,664522,666310,676745,677367,678363,732201,737432,1147465,1150513,1150854,1163372,1528982,1529097,1533925,1536021,1536022,1934144,1934163,1934182,2022810,2023195
0,0.0,0.12272,0.01,0.14,0.045391,0.09,0.03,0.14,0.056,0.0,0.1,0.0,0.14,14,1495,2032,415606,664216,664521,665687,676733,677367,677371,732792,737432,1148016,1150517,1150608,1163036,1528982,1529004,1535118,1536021,1536022,1934144,1934163,1986617,2022804,2048387
1,0.15,0.003317,0.09,0.16,0.007375,0.016,0.05,0.4,0.224,0.1,0.2,0.0,0.16,14,1516,187518,549875,664225,664522,665230,676735,677367,681724,732270,924205,1147530,1150513,1150663,1332244,1528982,1529038,1533945,1536019,1721480,1934146,1934164,1937257,2022811,2025196
0,0.1,0.558872,0.0,0.0,0.00125,0.0,0.06,0.0,0.046,0.1,0.5,0.0,0.0,14,1475,2032,419333,664217,664522,664996,676733,677367,677655,732284,737432,1147541,1150519,1154377,1169921,1528987,1531040,1533924,1536018,1536022,1934146,1934169,1934182,2022801,2022897
0,0.05,0.013267,0.06,0.06,3.1e-05,0.006,0.01,0.06,0.006,0.1,0.1,0.0,0.06,15,1477,2586,416356,664216,664522,666493,676758,677367,682543,732855,738002,1148072,1150516,1151361,1163672,1528984,1529001,1533925,1536020,1536606,1934144,1934164,1934931,2022802,2022925
0,0.0,0.013267,0.78,0.02,0.314563,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.08,14,1483,2032,415606,664216,664522,664897,676733,677367,687572,732200,737432,1147464,1150512,1150558,1163036,1528983,1528996,1533928,1536019,1536022,1934144,1934166,1934475,2022806,2023010
0,0.0,0.006633,0.01,0.0,0.0,0.0,0.0,0.02,0.122,0.0,0.0,0.0,0.0,14,1475,2071,415657,664216,664522,664683,676734,677368,677371,732302,737476,1147431,1150512,1150773,1163087,1528990,1529114,1533924,1536018,1536067,1934144,1934167,1934233,2022801,2022897
0,0.05,0.006633,0.37,0.16,0.005297,0.076,0.01,0.16,0.02,0.1,0.1,0.1,0.2,19,1490,5304,420067,664216,664523,665551,676739,677367,677371,732755,740790,1147982,1150512,1150655,1166815,1528985,1529047,1533925,1536020,1539488,1934144,1934163,1937915,2022804,2023951
1,0.0,0.003317,0.0,0.0,0.16275,0.134,0.09,0.0,0.14,0.0,0.2,0.0,0.0,19,1506,23336,417360,664216,664522,666388,676885,677367,677766,732774,759222,1147999,1150512,1150702,1164805,1528982,1529155,1533924,1536018,1547866,1934144,1934163,1934222,2022801,2022897
0,0.0,0.003317,0.0,0.0,0.2865,0.054,0.01,0.02,0.05,0.0,0.1,0.0,0.0,14,1582,2047,415609,664216,664522,665597,676734,677367,677371,732414,737448,1147660,1150512,1151034,1163060,1528984,1529130,1533925,1536019,1536040,1934144,1934163,1934184,2022810,2023024
0,0.15,0.058043,0.0,0.2,0.000719,0.016,0.04,0.14,0.052,0.1,0.2,0.0,0.16,16,1484,2215,415837,664216,664522,667061,676733,677367,677371,733345,737623,1148470,1150513,1151253,1163247,1528983,1529307,1533925,1536019,1536222,1934144,1934163,1934182,2022803,2023042
0,0.0,0.12272,0.0,0.0,0.184312,1.0,0.02,0.66,0.41,0.0,0.1,0.0,0.0,14,1647,2615,416394,664216,664522,664750,676734,677367,677548,732165,738034,1147423,1150514,1151491,1163707,1528982,1529296,1533924,1536018,1536642,1934144,1934165,1934449,2022801,2022897
0,1.0,0.004975,0.81,0.46,0.000875,0.08,1.0,0.96,0.938,0.1,0.7,0.1,0.46,17,1507,2032,453932,664216,664522,664894,676734,677367,678543,732148,737432,1147404,1150513,1150680,1163036,1528987,1529033,1533925,1536021,1536022,1934144,1934168,1940569,2022803,2028355
0,0.0,0.101161,0.06,0.0,0.0,0.0,0.0,0.0,0.018,0.0,0.0,0.0,0.0,15,1481,123128,511454,664216,664521,664683,676737,677368,677371,732302,859274,1147431,1150512,1150553,1280574,1528990,1528997,1533955,1536019,1662331,1934144,1934167,1947592,2022803,2033750
0,0.0,0.006633,0.01,0.0,0.025063,0.004,0.13,0.04,0.012,0.0,0.2,0.0,0.0,14,1503,2032,415606,664216,664521,666865,676733,677367,722936,733299,737432,1148430,1150513,1150642,1163036,1528982,1529016,1533925,1536021,1536022,1934144,1934163,1962740,2022803,2036873
0,0.0,0.094527,0.13,0.18,0.053297,0.15,0.03,0.42,0.226,0.0,0.2,0.0,0.18,15,1481,2306,415946,664216,664523,665213,676733,677367,687865,732145,737717,1147402,1150512,1150553,1163344,1528985,1528997,1533925,1536021,1536314,1934144,1934163,1934179,2022803,2023076
0,0.0,0.006633,0.01,0.02,0.096047,0.0,0.0,0.2,0.022,0.0,0.0,0.0,0.02,14,1497,2034,415607,664217,664522,664590,676733,677367,693303,732113,737435,1147361,1150513,1150625,1163039,1528982,1529040,1533924,1536018,1536025,1934144,1934169,1934181,2022801,2022897
1,0.0,0.024876,0.05,0.06,0.0,0.0,0.0,0.06,0.088,0.0,0.0,0.0,0.06,14,1475,2032,417808,664216,664522,664553,676733,677368,677371,734756,737432,1147339,1150513,1157596,1164946,1528990,1530355,1533924,1536018,1536022,1934146,1934169,1935295,2022801,2022897
1,0.0,0.004975,0.02,0.1,0.050172,0.164,0.03,0.1,0.108,0.0,0.1,0.0,0.1,14,1542,2032,415612,664216,664521,676657,676733,677367,677371,736574,737460,1150433,1150512,1150599,1163063,1528985,1529061,1533924,1536018,1536042,1934144,1934163,1934180,2022801,2022897
0,0.0,0.006633,0.01,0.0,0.754953,0.116,0.0,0.12,0.054,0.0,0.0,0.0,0.0,15,1510,2300,415938,664216,664522,664966,676733,677368,678014,732489,737711,1147741,1150513,1150633,1163338,1528983,1529034,1533925,1536020,1536308,1934144,1934164,1934371,2022810,2022954
0,0.05,0.006633,0.0,0.14,0.001094,0.016,0.02,0.18,0.8,0.1,0.2,0.0,0.16,14,1484,2338,415997,664216,664522,666231,676735,677367,677371,733253,737750,1148388,1150513,1151550,1163378,1528983,1529496,1533925,1536019,1536348,1934144,1934163,1934182,2022803,2023173
0,0.0,0.006633,0.04,0.1,0.404766,1.0,0.06,0.28,0.366,0.0,0.1,0.0,0.28,14,1700,2033,415607,664217,664522,665444,676733,677367,677371,732474,737433,1147726,1150514,1152312,1163037,1528982,1529790,1533924,1536018,1536023,1934144,1934167,1934181,2022801,2022897
0,0.0,0.003317,0.0,0.0,0.030406,0.026,0.75,0.28,0.214,0.0,1.0,0.0,0.0,16,1475,2032,415614,664217,664522,665318,676733,677367,679068,732335,737432,1147587,1150513,1150652,1163043,1528987,1529023,1533924,1536018,1536029,1934144,1934165,1934180,2022801,2022897
0,0.0,0.004975,0.01,0.0,0.027844,0.406,0.03,0.04,0.03,0.0,0.2,0.0,0.0,14,1495,4043,418355,664216,664522,665453,676733,677367,677373,732290,739497,1147364,1150517,1150608,1165383,1528983,1529004,1533926,1536021,1538166,1934145,1934163,1936602,2022814,2024460
0,0.0,0.031509,0.45,0.36,0.023438,0.216,0.03,0.34,0.036,0.0,0.1,0.0,0.36,14,1480,2060,415640,664216,664522,665111,676739,677367,677856,732248,737462,1147513,1150518,1150780,1163074,1528983,1529089,1533935,1536020,1536055,1934144,1934163,1934203,2022802,2022924
0,0.0,0.006633,0.0,0.22,0.067781,0.274,0.23,0.24,1.0,0.0,0.5,0.0,0.4,14,1504,2032,415612,664216,664524,668489,676736,677367,677444,733457,737471,1148562,1150514,1150881,1163052,1528982,1529101,1533924,1536018,1536038,1934144,1934163,1934180,2022801,2022897
0,0.0,0.056385,0.01,0.04,0.0265,0.0,0.0,0.46,0.094,0.0,0.0,0.0,0.04,16,1508,2033,415607,664216,664524,664580,676737,677367,677371,732390,737433,1147395,1150518,1150585,1163037,1528986,1529049,1533924,1536018,1536023,1934144,1934169,1934181,2022801,2022897
0,0.0,0.225539,0.0,0.0,0.04625,0.804,0.01,0.78,0.774,0.0,0.1,0.0,1.0,14,1553,2038,415609,664216,664522,664989,676736,677367,678319,732337,737439,1147588,1150512,1150827,1163044,1528982,1529157,1533924,1536018,1536030,1934144,1934164,1934184,2022801,2022897
0,0.0,0.004975,0.04,0.04,0.683359,1.0,0.0,0.38,1.0,0.0,0.0,0.0,0.26,15,1522,2038,415609,664216,664523,665670,676733,677367,677371,732873,737439,1148083,1150514,1151029,1163044,1528984,1529105,1533924,1536018,1536030,1934144,1934163,1934184,2022801,2022897
1,0.1,0.043118,0.0,0.04,0.000156,0.002,0.04,0.06,0.23,0.1,0.3,0.0,0.02,15,1493,2147,415762,664216,664523,665245,676733,677367,677571,732803,737551,1147456,1150513,1150945,1163173,1528982,1529215,1533924,1536018,1536157,1934145,1934164,1934242,2022801,2022897
0,0.0,0.006633,0.73,0.32,0.0,0.0,0.0,1.0,0.62,0.0,0.0,0.0,0.32,14,1486,2036,415613,664224,664522,664579,676733,677368,677371,732150,737437,1147335,1150513,1150560,1163041,1528990,1529019,1533924,1536018,1536027,1934146,1934167,1934191,2022801,2022897
1,0.3,0.011609,0.5,0.0,0.001094,0.03,0.29,0.32,0.3,0.1,0.6,0.0,0.02,14,1483,2032,415606,664247,664522,664890,676733,677367,677747,732144,737432,1147401,1150517,1150581,1163036,1528982,1528996,1533927,1536021,1536022,1934148,1934163,1934178,2022803,2051911
0,0.0,0.041459,0.11,0.02,0.098766,0.102,0.04,0.2,0.112,0.0,0.3,0.0,0.12,15,1484,92653,489632,664216,664522,664644,676734,677367,677403,732167,829046,1147424,1150513,1150592,1249277,1528982,1529013,1533925,1536019,1621410,1934144,1934164,1935180,2022803,2023973
0,0.45,0.006633,0.04,0.04,0.006094,0.004,0.12,0.26,0.086,0.2,0.4,0.0,0.04,14,1479,2269,415903,664216,664521,665536,676733,677367,678697,732455,737680,1147608,1150513,1150542,1163310,1528982,1528994,1534202,1536020,1536280,1934144,1934163,1934179,2022804,2022898
0,0.0,0.011609,0.03,0.06,0.0,0.0,0.0,0.06,0.006,0.0,0.0,0.0,0.06,14,1599,2032,415606,664229,664522,666192,676739,677368,677371,732800,737432,1147690,1150512,1151467,1163036,1528990,1529423,1533924,1536018,1536022,1934144,1934167,1934178,2022801,2022897
0,0.0,0.00995,0.08,0.16,0.563438,0.748,0.07,0.46,0.346,0.0,0.1,0.0,0.16,14,1508,2033,415607,664216,664523,664606,676733,677367,677371,733139,737433,1147441,1150518,1150585,1163037,1528983,1529049,1533924,1536018,1536023,1934145,1934163,1934181,2022801,2022897
1,0.0,1.0,0.0,0.02,0.049578,0.154,0.01,0.0,0.046,0.0,0.1,0.0,0.2,15,1551,2032,415611,664230,664522,664596,676733,677367,680148,732162,737432,1147421,1150513,1150610,1163036,1528982,1529075,1533966,1536021,1536022,1934144,1934165,1934183,2022803,2022899
0,0.1,0.170813,0.05,1.0,0.002719,0.284,0.06,0.36,0.344,0.1,0.2,0.0,1.0,14,1480,2032,471702,664219,664525,664551,676735,677367,677376,732091,737432,1147336,1150513,1150590,1163036,1528982,1529011,1534627,1536021,1536022,1934144,1934163,1937619,2022802,2025570
0,0.0,0.006633,0.0,0.0,0.046391,0.252,0.03,0.54,0.154,0.0,0.1,0.0,0.0,23,1496,2037,415609,664216,664523,667608,676733,677367,678705,733352,737438,1148475,1150512,1150713,1163042,1528983,1529055,1533924,1536018,1536028,1934144,1934164,1934184,2022801,2022897
0,0.0,0.006633,0.05,0.04,0.476828,1.0,0.0,0.06,0.052,0.0,0.0,0.0,0.04,14,1581,2033,415607,664216,664522,665733,676733,677367,678335,732274,737433,1147507,1150512,1151185,1163037,1528984,1529338,1533924,1536018,1536023,1934144,1934164,1934181,2022801,2022897
0,0.0,0.031509,0.0,0.0,0.137641,0.456,0.03,0.1,0.194,0.0,0.2,0.0,0.02,14,1496,2037,415609,664216,664524,673281,676733,677367,677371,733440,737438,1148545,1150512,1150650,1163042,1528983,1529039,1533924,1536018,1536028,1934144,1934163,1934184,2022801,2022897
0,0.0,0.011609,0.09,0.34,0.203625,1.0,0.2,0.74,1.0,0.0,0.5,0.0,0.72,18,1522,2038,415609,664222,664522,664799,676733,677367,680816,732286,737439,1147545,1150512,1150783,1163044,1528982,1529117,1533924,1536018,1536030,1934144,1934170,1934184,2022801,2022897
1,0.25,1.0,0.01,0.02,0.011109,0.012,0.15,0.32,0.166,0.1,0.3,0.0,0.02,15,1513,2045,415622,664216,664521,665177,676734,677367,677371,732468,737446,1147719,1150513,1150580,1163051,1528982,1529025,1533925,1536020,1536037,1934144,1934163,1934182,2022803,2022900
1,0.0,0.029851,0.08,0.16,0.020922,1.0,0.02,0.94,1.0,0.0,0.1,0.0,0.16,14,1482,2032,415608,664216,664523,664544,676733,677367,677428,732086,737434,1147333,1150512,1150539,1163038,1528982,1528995,1533924,1536018,1536024,1934144,1934164,1934180,2022801,2022897
0,0.0,0.016584,0.58,0.46,0.009625,0.0,0.0,0.46,0.046,0.0,0.0,0.0,0.46,14,1597,2109,415685,664216,664524,664580,676735,677367,677371,732170,737514,1147395,1150512,1150832,1163135,1528986,1529160,1533944,1536020,1536114,1934146,1934164,1934182,2022803,2022942
1,0.0,0.004975,0.05,0.04,0.621484,0.06,0.04,0.04,0.054,0.0,0.0,0.0,0.04,16,1510,58211,467533,664216,664521,664730,676733,677367,678073,732293,792843,1147553,1150513,1152149,1218763,1528982,1529670,1533925,1536019,1592474,1934144,1934163,1962861,2022810,2022915
0,1.0,0.004975,0.1,0.06,0.008672,0.01,0.35,0.1,0.01,0.1,0.1,0.1,0.06,15,1481,2032,415804,664216,664523,669428,676733,677367,696617,732365,737432,1147611,1150512,1150553,1163232,1528985,1528997,1535745,1536019,1536022,1934144,1934164,1934315,2022803,2023054
0,0.05,0.004975,0.06,0.04,0.019719,0.036,0.02,0.2,0.02,0.0,0.1,0.0,0.04,14,1502,72829,479588,664216,664524,665652,676733,677367,677655,732284,809125,1147541,1150514,1150698,1233274,1528983,1529015,1533968,1536019,1606850,1934144,1934164,1963772,2022803,2033539
0,0.0,0.003317,0.0,0.0,0.0,0.0,0.0,0.06,0.008,0.0,0.0,0.0,0.0,14,1475,2032,415614,664216,664522,665032,676738,677368,677371,732562,737432,1147751,1150513,1151531,1163043,1528990,1529023,1533924,1536018,1536029,1934146,1934167,1934180,2022801,2022897
0,0.05,0.006633,0.49,0.18,0.000156,0.02,0.01,0.18,0.018,0.1,0.1,0.1,0.18,15,1495,3671,417810,664216,664522,664765,676733,677367,677371,732395,739110,1147600,1150512,1150632,1164948,1528985,1529004,1534166,1536019,1537758,1934144,1934164,1934179,2022820,2022898
